AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,Age_of_building
1,1906,86,2.0,1.0,5,1,1,0,1,0,5,3.7,2.2,3.0,3.045,635941,295258,22712170,54
3,2178,119,3.0,2.0,5,4,0,0,2,2,5,3.8,2.6,4.4,3.68,641433,190696,17336020,28
2,1300,73,2.0,1.0,4,1,0,0,0,1,4,3.0,3.3,2.8,3.06,402261,244230,14366450,24
6,1614,166,2.0,1.0,4,4,1,0,0,0,4,4.5,2.7,2.5,3.09,590486,326321,15539100,31
0,1175,200,1.0,1.0,3,3,0,2,2,1,0,4.9,3.1,2.4,3.29,253374,70382,7038165,25
2,1294,117,2.0,1.0,4,3,0,1,2,0,4,2.2,2.7,2.8,2.58,256303,85434,9492700,44
2,835,45,1.0,1.0,3,3,0,0,2,0,4,3.7,3.9,2.5,3.42,338071,76339,10905500,43
5,1964,117,2.0,1.0,5,1,0,0,2,2,4,3.8,3.0,3.2,3.33,787504,393752,21875100,20
6,1754,127,2.0,1.0,4,0,1,2,2,2,5,2.0,4.3,4.6,3.82,392877,107148,11905350,37
1,1866,177,2.0,1.0,5,0,1,0,2,2,5,4.1,3.0,3.3,3.505,775222,265791,22149210,24
6,1898,87,3.0,2.0,5,3,1,0,0,1,2,4.6,3.4,4.1,3.91,525894,175298,14608180,68
2,798,20,1.0,1.0,2,1,0,2,2,1,3,3.6,4.7,4.5,4.31,186094,33231,6646210,46
5,1626,170,1.0,1.0,4,2,1,0,0,1,3,3.0,3.9,3.1,3.27,524134,234957,18073600,37
3,1657,63,2.0,1.0,4,1,0,1,2,0,3,4.3,4.3,3.1,3.82,355982,112416,9367960,35
6,1766,169,2.0,1.0,4,1,1,0,1,0,2,5.0,4.1,2.7,3.91,577269,327639,15601870,30
4,661,122,1.0,1.0,2,2,1,1,2,0,5,4.8,4.2,2.1,3.54,302250,186000,7750000,41
3,2442,64,4.0,2.0,6,0,1,0,0,2,4,3.6,3.6,3.0,3.36,983922,491961,19678440,27
0,914,185,1.0,1.0,3,4,0,1,2,1,5,4.7,4.4,4.6,4.59,300019,71057,7895235,46
2,885,32,1.0,1.0,3,0,0,0,2,2,3,4.5,2.9,2.5,3.26,272376,131144,10088000,46
1,1983,46,2.0,1.0,5,3,1,0,2,1,5,2.8,4.2,3.4,3.39,720625,360312,22519520,36
1,1522,94,1.0,1.0,4,3,1,2,0,2,5,3.1,3.1,5.0,3.86,503682,209867,13991160,32
1,1970,50,2.0,1.0,5,2,1,2,2,1,5,3.9,3.4,4.8,4.135,376087,210609,15043490,44
6,1572,95,2.0,1.0,4,0,0,0,2,1,5,4.6,5.0,3.3,4.39,504218,177158,13627500,51
1,1507,140,1.0,1.0,4,0,1,0,2,0,3,4.7,2.6,2.7,3.375,682215,258136,18438250,26
3,1330,115,1.0,1.0,3,4,0,0,2,2,4,4.9,2.9,4.1,3.98,486594,201758,11868140,24
3,1373,61,2.0,1.0,4,3,1,1,0,2,4,4.7,2.6,3.5,3.59,400797,78204,9775540,24
0,1118,59,1.0,1.0,3,0,1,1,1,2,2,2.0,4.4,2.3,2.63,273251,82803,8280325,53
1,1591,23,1.0,1.0,4,3,0,1,0,2,5,3.8,3.0,4.4,3.84,415918,59417,11883360,56
3,1404,10,2.0,1.0,4,0,0,1,2,2,4,3.3,3.2,2.4,2.91,289390,195764,8511480,28
1,1867,117,2.0,1.0,5,4,0,0,0,1,5,3.9,4.4,2.5,3.465,612608,102101,20420270,32
3,2479,92,4.0,2.0,6,2,0,2,2,2,5,4.4,2.0,2.3,2.84,508551,117358,13039760,36
3,1768,30,2.0,1.0,4,3,1,0,2,2,3,3.2,5.0,3.4,3.82,655803,320615,14573400,44
6,1650,73,2.0,1.0,4,3,1,2,1,2,1,4.4,4.3,4.7,4.45,352041,190292,9514610,25
0,1035,166,1.0,1.0,3,0,0,1,2,2,4,3.9,4.0,4.3,4.12,299699,99900,9081775,21
2,936,182,1.0,1.0,3,0,1,1,1,0,5,2.1,3.5,3.9,3.2,297369,109035,9912300,29
0,918,5,1.0,1.0,3,4,1,2,2,2,0,2.1,3.3,2.6,2.59,254199,7061,7061080,25
2,785,192,1.0,1.0,2,4,1,2,2,0,3,2.3,4.3,2.6,3.19,237586,144248,8485200,25
2,923,200,1.0,1.0,3,0,1,0,0,0,5,4.7,2.2,3.4,3.31,422834,150038,13639800,27
1,1592,110,1.0,1.0,4,0,1,0,2,2,4,5.0,2.3,4.2,4.005,490180,113118,18853070,50
3,1350,63,2.0,1.0,4,2,1,0,2,2,5,4.0,3.5,4.3,3.97,472863,135104,13510380,33
2,1245,134,2.0,1.0,4,2,1,0,1,1,4,4.2,3.1,2.4,3.22,355260,136639,13663850,57
4,1563,192,2.0,2.0,4,2,0,1,2,2,1,3.6,3.0,3.7,3.46,210537,80499,6192250,43
2,725,3,1.0,1.0,2,0,0,1,2,1,5,2.2,4.1,2.0,2.9,184444,120598,7094000,23
3,2442,71,4.0,2.0,6,0,0,2,2,0,3,3.8,5.0,3.0,3.84,390242,201415,12588460,28
2,1110,141,1.0,1.0,3,2,1,2,0,0,4,2.6,3.4,3.2,3.1,344170,75287,10755300,31
4,559,68,1.0,1.0,2,0,1,1,2,1,4,2.0,3.2,2.3,2.48,237534,64782,5398500,51
1,1708,81,1.0,1.0,4,0,1,0,0,0,5,4.2,4.4,3.8,4.09,535162,214065,21406480,36
4,829,146,1.0,1.0,2,1,1,0,2,0,1,4.3,3.3,3.0,3.48,410544,179613,8553000,23
1,1744,155,1.0,1.0,4,2,0,0,1,2,3,2.2,3.5,2.9,2.805,688400,144926,18115790,50
5,1649,66,1.0,1.0,4,2,1,2,2,1,3,4.9,5.0,5.0,4.97,397976,174115,12436750,31
3,1323,49,1.0,1.0,3,4,0,0,0,2,4,4.7,4.2,4.8,4.59,381281,297876,11915040,28
6,1864,110,3.0,2.0,5,1,0,1,1,0,5,2.6,2.7,2.0,2.47,406564,180695,11293450,35
6,1514,93,2.0,1.0,4,0,1,2,2,2,4,4.8,2.9,3.3,3.5,385017,192508,10694910,25
1,1669,54,1.0,1.0,4,1,0,1,0,0,4,4.9,2.6,3.0,3.565,351595,104176,13022050,17
1,1993,69,2.0,1.0,5,1,1,2,2,0,3,2.5,3.1,3.6,3.09,410238,142005,15778370,24
4,1459,3,2.0,2.0,4,0,1,2,2,1,5,4.6,3.9,3.7,4.03,406818,113531,9460875,34
3,2136,149,3.0,2.0,5,4,1,2,2,2,5,2.3,3.8,4.8,3.75,401983,129672,12967200,30
4,1165,39,1.0,1.0,3,1,1,2,1,0,1,3.5,4.1,3.2,3.56,317420,128480,7557625,31
0,1132,64,1.0,1.0,3,3,1,1,2,1,2,4.2,3.8,3.7,3.87,298383,47113,7852185,57
4,813,99,1.0,1.0,2,1,0,1,2,0,0,4.9,4.4,3.0,3.99,172118,96554,4198000,60
2,815,139,1.0,1.0,3,1,1,0,2,0,3,2.7,3.3,4.0,3.33,299473,103664,11518200,45
2,1277,19,2.0,1.0,4,4,0,0,1,2,5,4.7,3.5,2.0,3.41,432216,72036,14407200,27
2,1028,54,1.0,1.0,3,4,0,0,2,2,3,4.7,2.8,2.0,3.13,324975,145679,11206050,40
1,1572,94,1.0,1.0,4,0,0,2,1,1,5,4.7,3.4,4.8,4.415,402827,219724,12206870,39
6,1507,2,2.0,1.0,4,0,0,1,0,0,2,3.1,4.3,3.4,3.73,273256,101495,7807300,68
2,1002,70,1.0,1.0,3,0,1,2,2,1,5,4.3,4.6,4.4,4.45,327615,168772,9927740,27
0,1023,102,1.0,1.0,3,3,0,0,2,2,1,4.1,4.9,5.0,4.71,367619,75686,10812320,44
6,1506,65,2.0,1.0,4,0,1,1,2,0,1,3.7,3.4,2.0,3.06,235863,125794,7862110,73
3,1348,139,2.0,1.0,4,3,0,1,2,2,3,2.5,2.4,2.9,2.63,346920,78845,7884540,22
2,1125,67,1.0,1.0,3,1,0,0,1,1,5,2.1,3.2,2.1,2.54,403680,78132,13021950,28
2,1066,184,1.0,1.0,3,1,0,2,2,0,5,2.9,3.1,2.5,2.86,327948,153726,10248370,38
6,1797,96,2.0,1.0,4,1,1,0,1,2,4,3.3,4.1,4.3,3.96,653961,326980,16349020,40
3,1459,32,2.0,1.0,4,2,0,1,2,2,4,4.4,2.7,3.0,3.33,299830,166572,8328620,35
4,604,17,1.0,1.0,2,4,1,0,2,0,1,2.3,2.3,4.5,3.18,201407,90958,6497000,43
6,1808,12,3.0,2.0,5,2,0,0,2,1,4,4.3,3.1,3.5,3.52,542034,138983,13898300,70
2,732,0,1.0,1.0,2,0,1,0,1,1,5,3.5,4.9,2.5,3.76,347126,184411,10847700,22
2,1205,141,2.0,1.0,4,1,0,2,2,0,4,4.8,3.4,3.3,3.79,333298,145818,10415550,37
4,712,67,1.0,1.0,2,0,0,0,2,0,3,3.2,3.1,2.0,2.69,258291,147595,7379750,44
5,1710,194,1.0,1.0,4,0,0,2,2,0,4,2.6,4.6,3.2,3.37,373656,83035,13839120,17
2,1154,2,1.0,1.0,3,4,0,1,2,2,3,2.3,2.2,3.4,2.59,232026,69608,7734200,27
1,1783,14,1.0,1.0,4,1,1,1,1,1,3,2.3,3.2,4.6,3.445,436176,230204,12116010,37
4,1221,180,1.0,1.0,3,3,1,2,2,1,4,2.5,3.0,4.3,3.37,255483,197793,8241375,22
4,752,158,1.0,1.0,2,4,1,0,0,2,5,4.1,3.3,2.9,3.38,307513,72356,9044500,53
6,1906,6,3.0,2.0,5,2,0,2,2,0,1,4.1,2.3,4.2,3.32,280487,117624,9047980,70
4,1119,59,1.0,1.0,3,2,1,2,2,0,0,3.1,2.2,2.7,2.67,320785,111293,6546625,27
2,865,33,1.0,1.0,3,0,0,0,0,0,3,2.8,3.7,4.1,3.55,357951,130164,10847000,36
2,1224,153,2.0,1.0,4,2,0,1,0,0,3,3.3,2.4,4.3,3.24,246380,96792,8799300,43
5,1520,197,1.0,1.0,4,0,1,0,1,2,3,3.8,4.1,4.8,4.325,680262,244197,17442610,56
4,1070,2,1.0,1.0,3,2,1,1,0,1,1,3.0,3.8,2.5,3.04,199596,74136,5702750,24
1,1719,126,1.0,1.0,4,0,0,2,0,0,4,3.1,4.2,4.8,4.055,411427,164571,13714220,32
2,752,116,1.0,1.0,2,3,0,2,2,2,5,4.1,4.4,2.0,3.59,246248,23086,7695240,52
4,1624,64,2.0,2.0,4,2,0,2,2,0,2,2.2,4.4,2.1,2.82,374520,78025,7802500,57
6,1590,59,2.0,1.0,4,1,0,2,1,0,5,4.6,3.9,4.0,4.11,412633,184599,10858770,55
2,779,35,1.0,1.0,2,3,1,1,2,0,5,2.5,3.1,2.7,2.8,261267,36037,9009200,39
6,1789,98,2.0,1.0,4,1,1,2,2,0,5,3.9,2.1,3.2,2.88,389499,251289,12564470,46
0,926,169,1.0,1.0,3,3,1,1,2,0,2,4.0,4.4,3.8,3.98,282018,96944,8813065,24
2,998,51,1.0,1.0,3,4,0,1,2,1,3,3.0,2.9,2.8,2.9,173807,55867,6207400,50
2,887,95,1.0,1.0,3,0,0,0,2,2,3,2.6,4.0,4.7,3.79,270704,156176,10411700,33
2,721,161,1.0,1.0,2,4,1,1,2,1,4,2.5,3.2,4.0,3.23,201475,50369,7195550,26
6,1784,11,2.0,1.0,4,1,1,1,2,0,3,4.5,2.9,3.1,3.36,403077,185197,10893960,39
4,907,142,1.0,1.0,3,4,1,0,2,2,1,2.5,4.2,4.2,3.69,314803,146420,7321000,58
3,1997,135,3.0,2.0,5,2,1,2,0,2,5,4.9,4.0,2.4,3.63,488967,205881,12867540,26
1,1933,118,2.0,1.0,5,1,1,0,1,0,3,4.7,2.2,4.0,3.795,741521,130857,21809430,51
6,1953,165,3.0,2.0,5,1,1,0,2,0,1,5.0,3.7,2.8,3.76,527849,247429,16495290,30
2,913,108,1.0,1.0,3,0,1,0,2,1,5,4.7,2.3,3.4,3.35,393442,98360,12295050,33
2,1060,44,1.0,1.0,3,2,0,0,2,1,3,3.2,3.6,3.2,3.36,346987,32530,10843350,46
3,1601,133,2.0,1.0,4,2,1,2,2,2,3,3.1,5.0,3.7,3.91,500480,220211,10009600,35
1,1703,45,1.0,1.0,4,1,1,0,2,0,5,4.9,4.6,4.3,4.585,689438,301629,21544930,30
5,1812,129,2.0,1.0,5,0,1,2,2,2,4,4.8,4.1,4.3,4.4,497676,117100,14637520,46
4,1145,145,1.0,1.0,3,0,1,0,2,1,2,4.6,4.6,2.0,3.56,453520,92555,9255500,29
5,1678,39,1.0,1.0,4,1,1,1,2,1,3,2.5,3.1,2.8,2.785,473939,59242,11848470,36
2,1262,139,2.0,1.0,4,3,1,2,0,0,5,4.6,2.2,2.6,3.04,314046,48315,12078690,38
2,1138,36,1.0,1.0,3,0,0,0,0,0,5,3.4,2.9,3.6,3.26,446859,72074,14414800,25
1,1943,172,2.0,1.0,5,1,1,0,1,1,5,2.1,4.0,3.4,3.095,628877,404278,22459910,30
4,1277,190,1.0,1.0,3,2,0,0,0,2,4,2.0,2.3,2.4,2.25,455273,84702,10587750,33
1,1639,80,1.0,1.0,4,3,1,1,1,1,3,3.3,4.3,3.7,3.71,362663,203998,11333220,33
5,1580,35,1.0,1.0,4,1,0,0,2,2,5,2.9,3.9,5.0,4.095,694318,154293,19286610,20
5,1900,113,2.0,1.0,5,2,1,0,2,0,4,4.9,2.9,3.0,3.545,887450,266235,22186250,28
4,698,110,1.0,1.0,2,3,1,1,1,1,0,3.4,2.6,4.1,3.44,103928,42221,3247750,59
2,1033,49,1.0,1.0,3,2,0,1,2,0,3,3.9,4.0,4.9,4.24,259560,48668,8111250,33
3,1969,150,3.0,2.0,5,3,0,0,2,0,5,3.3,3.3,3.9,3.54,557356,320902,16889580,22
1,1847,30,2.0,1.0,5,0,1,2,1,2,5,2.0,3.8,4.7,3.53,614262,261061,15356550,31
6,1563,179,2.0,1.0,4,2,0,1,1,1,1,3.7,2.7,4.0,3.34,243484,115655,6087100,52
1,1756,24,1.0,1.0,4,4,0,2,2,0,5,4.7,2.7,4.1,3.96,425381,170152,14179360,25
1,1698,9,1.0,1.0,4,0,0,2,0,2,5,2.5,2.6,2.8,2.645,522633,110028,13753510,25
1,1689,29,1.0,1.0,4,1,0,0,2,1,4,3.7,4.5,4.8,4.34,650601,167297,18588600,45
1,1680,61,1.0,1.0,4,2,0,2,0,0,4,3.7,3.9,3.4,3.63,387645,173772,13367060,36
2,1170,184,1.0,1.0,3,4,0,2,2,0,3,3.0,4.7,4.0,3.98,294909,107240,8936650,42
4,1030,152,1.0,1.0,3,4,0,2,1,2,2,4.0,3.4,2.1,3.06,210771,56548,5140750,58
4,1338,69,2.0,2.0,4,1,0,2,0,1,2,4.3,2.8,4.2,3.81,325632,115328,6784000,37
0,1217,125,2.0,2.0,4,1,0,0,2,0,4,3.2,4.1,2.1,2.83,596351,119270,14908785,56
3,1984,6,3.0,2.0,5,0,1,2,0,0,5,2.8,4.3,3.3,3.45,600245,160065,13338780,31
3,2322,40,4.0,2.0,6,2,0,0,0,0,3,4.7,2.8,2.2,3.13,640454,266856,17790400,26
1,1691,145,1.0,1.0,4,1,0,1,2,2,3,3.2,3.1,3.9,3.455,414937,59277,11855350,23
1,1689,0,1.0,1.0,4,3,1,2,0,0,5,2.3,3.9,2.6,2.82,389833,89961,14993570,35
1,1703,167,1.0,1.0,4,2,1,2,1,1,3,3.1,2.1,2.6,2.65,397321,223493,12416270,25
6,1828,142,3.0,2.0,5,2,1,2,1,1,0,4.8,2.7,4.0,3.62,298084,93684,8516690,43
6,1545,65,2.0,1.0,4,4,0,2,1,1,0,3.6,2.1,4.0,3.05,188318,78972,6074780,45
4,1686,15,2.0,2.0,4,4,1,0,0,1,0,4.2,4.0,3.5,3.86,388815,168136,10508500,44
2,1136,39,1.0,1.0,3,0,0,2,0,1,4,2.3,3.2,4.5,3.32,246465,123232,8802320,35
6,1997,7,3.0,2.0,5,2,0,2,0,2,0,3.7,2.5,2.1,2.68,327267,142655,8391470,65
0,878,103,1.0,1.0,3,1,0,2,1,1,5,2.2,3.0,2.8,2.66,291605,51460,8576620,42
2,1057,145,1.0,1.0,3,4,1,0,2,0,4,4.9,4.1,4.6,4.49,341480,177570,13659200,41
4,521,51,1.0,1.0,2,4,0,2,1,1,0,4.1,4.2,2.7,3.57,71177,25883,2156875,40
4,1457,42,2.0,2.0,4,4,1,1,2,2,3,4.4,3.5,3.4,3.73,248272,186204,7758500,52
0,1021,42,1.0,1.0,3,3,1,0,1,2,5,4.3,4.8,3.8,4.15,456993,128529,14281030,40
6,1519,2,2.0,1.0,4,4,1,0,2,2,3,2.7,2.6,2.3,2.54,456776,104406,13050750,65
0,724,126,1.0,1.0,2,0,1,2,2,2,0,2.2,2.0,2.5,2.31,200785,81569,6274535,24
3,2004,171,3.0,2.0,5,0,1,0,2,2,5,4.7,3.8,4.1,4.19,521968,156590,17398940,42
2,734,136,1.0,1.0,2,2,0,2,0,1,4,2.4,2.4,4.7,3.09,194195,32366,6473180,53
5,1770,176,1.0,1.0,4,3,1,1,1,2,5,3.2,2.8,4.3,3.595,360820,138777,13877710,27
2,814,194,1.0,1.0,3,3,0,1,2,2,5,3.2,4.5,3.1,3.69,211424,105712,8131700,31
3,1486,53,2.0,1.0,4,0,1,0,0,0,4,2.5,3.4,4.5,3.57,518331,359952,14398080,37
2,1215,184,2.0,1.0,4,1,0,1,2,2,4,2.8,4.1,4.5,3.83,279216,130301,9307200,38
0,973,4,1.0,1.0,3,4,0,0,1,1,3,4.3,2.8,4.7,4.2,393869,109408,10940805,22
2,869,200,1.0,1.0,3,0,1,2,0,2,4,3.2,4.7,4.4,4.16,271854,56246,9374280,33
4,640,37,1.0,1.0,2,4,1,2,1,0,1,3.5,2.1,3.1,2.92,233940,107223,4873750,56
2,969,60,1.0,1.0,3,1,0,0,2,0,4,4.4,2.0,2.8,2.96,372378,111713,12412600,42
3,1609,191,2.0,1.0,4,2,0,1,2,2,4,2.2,4.6,4.8,3.96,362914,207379,8640800,46
3,1689,44,2.0,1.0,4,3,1,1,0,2,5,4.8,3.7,4.8,4.47,380206,234833,11182520,30
3,1917,113,3.0,2.0,5,4,0,2,2,0,5,3.6,4.9,2.3,3.47,545003,284350,11847900,25
2,1178,90,1.0,1.0,3,2,1,2,2,2,4,4.4,3.9,3.1,3.81,340847,42606,10651460,20
6,1530,69,2.0,1.0,4,4,0,0,0,2,0,2.6,2.8,4.7,3.32,360319,141944,10918760,43
6,1622,66,2.0,1.0,4,2,1,2,2,0,2,4.8,4.5,3.6,4.31,387294,101920,10191950,44
0,1013,153,1.0,1.0,3,0,1,2,2,2,5,4.6,3.1,3.5,3.75,410912,86508,10813485,33
2,1244,68,2.0,1.0,4,2,1,0,2,1,5,3.5,3.7,2.3,3.22,426409,249964,14703750,44
6,1840,52,3.0,2.0,5,4,0,2,2,1,2,2.4,2.4,2.9,2.55,255539,98918,8243200,49
5,1930,13,2.0,1.0,5,3,0,1,1,1,4,2.1,2.1,3.4,2.685,351818,58636,11727250,61
6,1942,91,3.0,2.0,5,1,0,1,0,1,2,4.3,3.0,4.6,3.81,267152,133576,8905050,41
6,1722,108,2.0,1.0,4,4,1,2,1,0,5,4.3,4.4,3.8,4.2,378092,171860,11457330,69
0,1182,187,1.0,1.0,3,0,1,0,2,2,5,4.6,2.7,2.9,3.37,507838,153890,15389035,48
0,1246,44,2.0,2.0,4,0,1,0,2,2,2,2.4,3.0,4.0,3.32,460602,43181,14393810,30
2,925,93,1.0,1.0,3,4,1,1,2,2,4,3.5,2.0,4.0,3.05,270464,25356,8452000,31
4,1434,166,2.0,2.0,4,2,0,1,0,2,3,2.7,2.4,4.6,3.37,253251,84417,7034750,51
2,1081,115,1.0,1.0,3,2,0,1,2,0,5,2.6,4.0,2.1,3.01,268332,71555,8944400,56
2,794,148,1.0,1.0,2,3,1,2,0,1,5,3.8,2.4,2.8,2.94,252982,61065,8723530,36
0,685,83,1.0,1.0,2,4,0,2,2,2,2,2.9,3.6,2.7,2.94,206943,42606,6086550,23
3,2025,3,3.0,2.0,5,1,0,0,2,0,5,4.6,3.7,2.0,3.29,688161,282323,17645160,22
6,1581,161,2.0,1.0,4,0,1,2,2,2,0,3.9,5.0,3.7,4.34,314148,66136,8267060,54
3,1731,191,2.0,1.0,4,3,0,1,2,0,5,3.0,3.0,2.4,2.76,451275,102563,10256260,40
4,1243,51,1.0,1.0,3,0,1,0,2,1,2,4.0,3.2,3.5,3.56,468587,219949,9563000,40
2,1184,197,1.0,1.0,3,1,1,1,0,0,3,4.2,4.8,5.0,4.68,317773,59582,9930400,57
6,1704,66,2.0,1.0,4,1,0,1,1,2,1,3.7,4.7,2.2,3.7,257781,156231,7811540,45
0,961,178,1.0,1.0,3,2,1,2,1,1,2,4.9,4.8,2.8,3.83,281211,85926,7811430,40
4,610,108,1.0,1.0,2,3,0,0,2,1,2,2.1,3.7,3.3,3.06,191979,117321,5332750,35
0,640,77,1.0,1.0,2,4,0,0,0,1,0,2.5,4.6,4.5,3.92,212712,51566,6445810,30
4,1650,140,2.0,2.0,4,1,0,0,1,0,1,2.4,2.3,4.1,3.05,392488,207788,11543750,28
0,734,134,1.0,1.0,2,2,0,2,1,0,0,4.9,4.0,4.2,4.37,199803,27750,5550090,41
2,717,171,1.0,1.0,2,0,1,0,2,1,3,4.7,2.4,4.6,3.75,240168,115280,9606700,28
4,1419,185,2.0,2.0,4,4,0,1,1,2,5,2.7,4.0,4.5,3.81,322516,94395,7866250,49
3,2055,158,3.0,2.0,5,3,1,1,2,2,4,4.8,3.6,2.8,3.64,348127,220480,11604220,26
2,1010,23,1.0,1.0,3,4,1,2,0,1,4,2.0,2.0,2.8,2.24,272116,149225,8777950,45
2,1011,14,1.0,1.0,3,3,0,0,2,2,3,3.8,2.6,2.5,2.93,281296,146274,11251850,40
1,1806,68,2.0,1.0,5,3,1,0,0,1,3,3.9,3.1,3.9,3.7,730011,197300,19730040,49
0,1225,15,2.0,2.0,4,1,0,2,0,2,0,4.7,2.5,4.6,4.21,251805,33574,8393515,35
0,1252,177,2.0,2.0,4,2,1,1,2,2,3,2.9,5.0,3.2,3.47,321922,123088,9468300,53
6,1913,143,3.0,2.0,5,4,1,0,0,1,4,2.9,2.4,3.5,2.86,583629,268154,15773770,57
6,1729,17,2.0,1.0,4,3,1,2,0,0,3,3.5,4.5,2.1,3.53,379338,100413,11157010,50
5,1717,49,1.0,1.0,4,1,1,2,0,2,3,2.9,4.5,3.0,3.345,366245,183123,14086360,29
4,1091,49,1.0,1.0,3,3,1,1,1,2,2,2.7,4.8,2.4,3.21,315347,67095,6709500,28
3,1629,111,2.0,1.0,4,3,1,0,0,2,5,4.6,2.5,2.4,3.09,574707,124261,15532620,25
3,1724,107,2.0,1.0,4,3,1,0,2,2,3,4.5,4.7,4.0,4.36,503359,133242,14804680,29
2,1198,29,1.0,1.0,3,1,0,1,0,0,3,4.6,3.0,2.2,3.24,304354,27669,9222850,32
4,1329,109,1.0,1.0,3,0,0,2,1,1,0,3.3,4.3,2.1,3.12,180122,107216,4288625,63
1,1634,160,1.0,1.0,4,0,1,0,0,0,5,3.8,2.5,3.3,3.275,661033,351174,20657270,34
4,979,27,1.0,1.0,3,3,1,1,2,2,5,4.6,3.1,2.0,3.11,337636,157040,7852000,57
6,1749,154,2.0,1.0,4,2,0,0,1,2,1,3.0,4.0,3.3,3.54,398407,261455,12450220,54
4,1446,79,2.0,2.0,4,4,0,0,0,2,4,3.4,2.0,5.0,3.62,338535,157983,11284500,44
2,1034,85,1.0,1.0,3,3,0,1,0,2,5,2.2,4.9,2.4,3.34,282835,45619,9123700,30
5,1722,166,1.0,1.0,4,0,0,1,2,0,3,3.1,3.3,3.5,3.33,324836,180465,12030980,33
1,1978,121,2.0,1.0,5,3,0,2,2,1,3,4.9,3.4,4.4,4.325,414278,106910,13363810,31
6,1529,184,2.0,1.0,4,0,1,0,2,1,0,2.7,3.7,3.0,3.24,421730,177571,11098160,54
2,1074,72,1.0,1.0,3,1,1,0,0,2,3,4.5,4.8,3.2,4.23,421643,65882,13176350,50
3,2341,192,4.0,2.0,6,3,0,0,2,0,4,3.2,4.8,4.9,4.36,847638,313258,18426920,33
2,1229,10,2.0,1.0,4,2,0,0,0,2,3,4.4,4.5,4.0,4.32,349999,94231,13461500,24
2,1215,177,2.0,1.0,4,0,1,2,2,0,3,3.0,4.1,4.7,3.95,268551,64452,10742050,29
1,1648,145,1.0,1.0,4,0,0,2,2,0,4,4.6,4.0,4.7,4.49,485530,202304,13486940,27
5,1795,51,1.0,1.0,4,2,0,2,0,2,5,3.1,2.8,4.4,3.61,359336,221130,13820610,45
6,1889,49,3.0,2.0,5,4,0,0,2,1,4,4.8,4.5,4.6,4.61,445114,311580,14837130,44
3,1527,171,2.0,1.0,4,0,1,1,2,2,5,2.5,2.3,3.6,2.88,339897,175099,10299920,29
2,951,96,1.0,1.0,3,3,0,0,2,1,3,4.0,4.7,2.2,3.74,310964,30093,10031100,45
5,1993,62,2.0,1.0,5,2,1,1,2,2,3,3.4,2.7,3.6,3.315,499629,216056,13503490,25
3,2329,2,4.0,2.0,6,4,1,0,0,0,5,2.1,3.6,4.7,3.59,818342,359272,19959560,24
0,1094,1,1.0,1.0,3,2,1,2,1,1,1,4.2,4.7,3.4,3.9,246928,61732,7716505,43
5,1796,100,1.0,1.0,4,2,1,1,2,1,5,2.4,4.9,2.1,2.89,477032,116035,12892760,45
2,946,45,1.0,1.0,3,4,0,1,0,2,4,2.1,5.0,3.5,3.68,234377,70313,7812550,32
6,1697,26,2.0,1.0,4,3,0,2,0,0,3,2.9,3.9,2.2,3.14,316343,143792,9586150,68
1,1813,186,2.0,1.0,5,4,0,2,2,2,3,3.7,2.7,4.9,3.93,378073,73175,12195890,55
3,1656,55,2.0,1.0,4,3,1,1,2,0,5,4.2,4.1,3.3,3.81,428273,208349,11574940,24
1,1738,37,1.0,1.0,4,0,1,0,0,2,5,2.8,3.0,3.7,3.21,741809,275529,21194540,29
2,1155,42,1.0,1.0,3,4,1,1,0,1,5,2.0,2.3,2.2,2.18,244550,166294,9782000,22
2,768,9,1.0,1.0,2,4,0,2,2,1,4,3.8,4.1,5.0,4.28,185735,46434,6633410,48
6,1818,125,3.0,2.0,5,2,1,2,2,1,1,3.8,3.4,2.0,3.08,325427,154149,8563860,61
0,1199,190,1.0,1.0,3,0,0,2,1,0,3,3.9,2.6,4.7,4.04,395284,19764,9882100,38
1,1658,157,1.0,1.0,4,4,0,0,1,1,5,2.0,2.2,2.5,2.25,652034,211470,17622540,54
3,2034,18,3.0,2.0,5,3,1,1,0,0,5,3.4,4.8,3.8,3.98,641170,115411,12823400,24
1,1899,49,2.0,1.0,5,4,1,1,1,1,4,3.0,3.3,3.4,3.235,462916,175157,12511230,47
3,1621,93,2.0,1.0,4,1,1,0,2,0,5,3.4,3.7,3.4,3.49,518332,210572,16197860,30
6,1660,107,2.0,1.0,4,2,1,2,2,2,1,2.4,3.2,5.0,3.54,344530,65181,9311620,26
4,1037,130,1.0,1.0,3,0,1,0,0,0,0,4.4,3.0,2.4,3.18,266987,186082,8090500,65
2,868,171,1.0,1.0,3,2,0,2,2,1,4,2.8,4.0,4.3,3.73,189725,75890,7589010,18
4,783,174,1.0,1.0,2,4,1,1,0,2,5,3.5,4.3,3.2,3.62,276968,113628,7101750,62
6,1642,87,2.0,1.0,4,1,0,0,2,0,5,3.1,3.4,3.1,3.24,613616,107383,15340410,46
